"","lu_rail_dlr","recorded_date","committed_date_time","source","crime_desc","victim_gender","age","diff","age_n","victim_year_of_birth","historic","futurecrimes"
"154","LONDON UNDERGROUND",2016-03-31,2016-03-31 19:45:00,"Email","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,-19H -45M 0S,NA,NA,0,0
"155","LONDON UNDERGROUND",2016-03-31,2016-03-31 19:26:00,"BTP Radio","Sexual Assault On A Female Aged 13 And Over No Penetration","F","31",-19H -26M 0S,31,1985,0,0
"156","NATIONAL RAIL",2016-03-31,2016-03-31 20:36:00,"CAD","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-20H -36M 0S,NA,NA,0,0
"157","NATIONAL RAIL",2016-03-31,1975-12-31 23:59:00,"HO Police","Sexual Assault On A Male Aged 13 And Over No Penetration","M","Not Known",40y 3m -1d 0H 1M 0S,NA,NA,1,0
"158","NATIONAL RAIL",2016-03-31,2016-03-31 21:45:00,"BTP Radio","Sexual Assault On A Male Aged 13 And Over No Penetration","M","44",-21H -45M 0S,44,1972,0,0
"159","NATIONAL RAIL",2016-04-01,2016-04-01 00:35:00,"Rail non emergency","Assault On A Female Aged Over 13 By Penetration","F","Not Known",-35M 0S,NA,NA,0,0
"160","NATIONAL RAIL",2016-04-02,2016-03-09 20:30:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",23d 3H 30M 0S,NA,NA,1,0
"161","LONDON UNDERGROUND",2016-04-02,2016-04-01 22:00:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",2H 0M 0S,22,1994,0,0
"162","NATIONAL RAIL",2016-04-02,2016-04-01 22:20:00,"Text","Exposure","F","31",1H 40M 0S,31,1985,0,0
"163","LONDON UNDERGROUND",2016-04-03,2016-04-03 00:59:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-59M 0S,NA,NA,0,0
"164","LONDON UNDERGROUND",2016-04-04,2016-04-03 07:15:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration",NA,"Not Known",16H 45M 0S,NA,NA,0,0
"165","LONDON UNDERGROUND",2016-04-04,2016-04-04 08:40:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-8H -40M 0S,NA,NA,0,0
"166","LONDON UNDERGROUND",2016-04-04,2016-04-04 09:40:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","35",-9H -40M 0S,35,1981,0,0
"167","NATIONAL RAIL",2016-04-04,2016-04-02 08:30:00,"Public non emergency","Exposure","F","30",1d 15H 30M 0S,30,1986,1,0
"168","LONDON UNDERGROUND",2016-04-05,2016-04-03 20:10:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",1d 3H 50M 0S,NA,NA,1,0
"169","LONDON UNDERGROUND",2016-04-05,2016-04-05 09:20:00,"BTP Radio","Sexual Assault On A Female Aged 13 And Over No Penetration","F","28",-9H -20M 0S,28,1988,0,0
"170","LONDON UNDERGROUND",2016-04-05,2016-03-22 18:30:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",13d 5H 30M 0S,NA,NA,1,0
"171","NATIONAL RAIL",2016-04-05,2016-04-05 12:35:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","17",-12H -35M 0S,17,1999,0,0
"172","LONDON UNDERGROUND",2016-04-05,2016-04-05 21:00:00,"Text","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,-21H 0M 0S,NA,NA,0,0
"173","NATIONAL RAIL",2016-04-06,2016-04-05 15:30:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","18",8H 30M 0S,18,1998,0,0
"174","LONDON UNDERGROUND",2016-04-06,2016-04-06 15:05:00,"BTP Radio","Sexual Assault On A Female Aged 13 And Over No Penetration","F","28",-15H -5M 0S,28,1988,0,0
"175","LONDON UNDERGROUND",2016-04-06,2016-04-06 17:35:00,"BTP","Sexual Assault On A Male Aged 13 And Over No Penetration","M","22",-17H -35M 0S,22,1994,0,0
"176","NATIONAL RAIL",2016-04-06,2016-04-06 07:30:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-7H -30M 0S,NA,NA,0,0
"177","LONDON UNDERGROUND",2016-04-07,2016-04-06 08:15:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",15H 45M 0S,NA,NA,0,0
"178","LONDON UNDERGROUND",2016-04-07,2016-04-06 13:46:00,"Rail non emergency","Exposure","F","Not Known",10H 14M 0S,NA,NA,0,0
"179","NATIONAL RAIL",2016-04-07,2016-04-06 17:25:00,"CAD","Sexual Assault On A Male Aged 13 And Over No Penetration","M","23",6H 35M 0S,23,1993,0,0
"180","LONDON UNDERGROUND",2016-04-07,2016-04-01 13:00:00,"HO Police","Exposure","F","Not Known",5d 11H 0M 0S,NA,NA,1,0
"181","LONDON UNDERGROUND",2016-04-08,2016-03-17 07:41:00,"BTP","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,21d 16H 19M 0S,NA,NA,1,0
"182","NATIONAL RAIL",2016-04-08,2016-04-08 10:00:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","45",-10H 0M 0S,45,1971,0,0
"183","LONDON UNDERGROUND",2016-04-09,2016-04-07 22:30:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",1d 1H 30M 0S,27,1989,1,0
"184","LONDON UNDERGROUND",2016-04-09,2016-04-08 19:27:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",4H 33M 0S,NA,NA,0,0
"185","NATIONAL RAIL",2016-04-09,2016-04-09 15:18:00,"BTP","Sexual Assault On A Female Aged 13 And Over No Penetration","F","39",-15H -18M 0S,39,1977,0,0
"186","DLR",2016-04-09,2016-04-09 20:20:00,"BTP Radio","Sexual Assault On A Female Aged 13 And Over No Penetration","F","34",-20H -20M 0S,34,1982,0,0
"187","LONDON UNDERGROUND",2016-04-11,2016-04-11 09:01:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","32",-9H -1M 0S,32,1984,0,0
"188","LONDON UNDERGROUND",2016-04-11,2016-04-11 17:00:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","31",-17H 0M 0S,31,1985,0,0
"189","LONDON UNDERGROUND",2016-04-12,2016-04-09 21:00:00,"Email","Sexual Assault On A Female Aged 13 And Over No Penetration","F","28",2d 3H 0M 0S,28,1988,1,0
"190","LONDON UNDERGROUND",2016-04-12,2016-04-09 22:40:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",2d 1H 20M 0S,NA,NA,1,0
"191","LONDON UNDERGROUND",2016-04-12,2016-04-12 09:00:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",-9H 0M 0S,25,1991,0,0
"192","NATIONAL RAIL",2016-04-13,2016-02-12 00:00:00,"BTP","Sexual Grooming - Female",NA,"Not Known",2m 1d 0H 0M 0S,NA,NA,1,0
"193","LONDON UNDERGROUND",2016-04-13,2016-04-13 10:30:00,"BTP Radio","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-10H -30M 0S,NA,NA,0,0
"194","LONDON UNDERGROUND",2016-04-13,2016-04-12 18:40:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",5H 20M 0S,NA,NA,0,0
"195","LONDON UNDERGROUND",2016-04-13,2016-04-13 19:00:00,"BTP","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-19H 0M 0S,NA,NA,0,0
"196","LONDON UNDERGROUND",2016-04-13,2016-04-13 12:30:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","30",-12H -30M 0S,30,1986,0,0
"197","NATIONAL RAIL",2016-04-13,2016-04-11 08:30:00,"BTP","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",1d 15H 30M 0S,25,1991,1,0
"198","LONDON UNDERGROUND",2016-04-14,2016-04-13 17:00:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",7H 0M 0S,22,1994,0,0
"199","NATIONAL RAIL",2016-04-14,2016-04-12 08:00:00,"Email","Sexual Assault On A Female Aged 13 And Over No Penetration","F","18",1d 16H 0M 0S,18,1998,1,0
"200","LONDON UNDERGROUND",2016-04-14,2016-04-13 08:20:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","23",15H 40M 0S,23,1993,0,0
"201","NATIONAL RAIL",2016-04-14,2016-04-14 08:38:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","17",-8H -38M 0S,17,1999,0,0
"202","NATIONAL RAIL",2016-04-14,2016-04-13 18:00:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",6H 0M 0S,NA,NA,0,0
"203","NATIONAL RAIL",2016-04-14,2016-04-13 13:00:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",11H 0M 0S,NA,NA,0,0
"204","LONDON UNDERGROUND",2016-04-14,2016-04-14 09:15:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-9H -15M 0S,NA,NA,0,0
"205","NATIONAL RAIL",2016-04-14,2016-04-14 07:05:00,"Public non emergency","Exposure","F","41",-7H -5M 0S,41,1975,0,0
"206","LONDON UNDERGROUND",2016-04-14,2016-04-14 17:35:00,"BTP","Sexual Assault On A Female Aged 13 And Over No Penetration","F","23",-17H -35M 0S,23,1993,0,0
"207","NATIONAL RAIL",2016-04-15,2016-04-14 03:00:00,"HO Police","Assault On A Female Aged Over 13 By Penetration","F","20",21H 0M 0S,20,1996,0,0
"208","LONDON UNDERGROUND",2016-04-15,2016-04-12 17:31:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",2d 6H 29M 0S,25,1991,1,0
"209","LONDON UNDERGROUND",2016-04-16,2016-04-16 09:30:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",-9H -30M 0S,27,1989,0,0
"210","LONDON UNDERGROUND",2016-04-16,2016-04-15 18:00:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",6H 0M 0S,NA,NA,0,0
"211","NATIONAL RAIL",2016-04-16,2016-04-16 00:30:00,"BTP Radio","Sexual Assault On A Male Aged 13 And Over No Penetration","M","28",-30M 0S,28,1988,0,0
"212","LONDON UNDERGROUND",2016-04-17,2016-04-15 08:30:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",1d 15H 30M 0S,27,1989,1,0
"213","NATIONAL RAIL",2016-04-17,2016-04-15 19:08:00,"Rail non emergency","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,1d 4H 52M 0S,NA,NA,1,0
"214","LONDON UNDERGROUND",2016-04-18,2016-04-18 08:45:00,"Text","Sexual Assault On A Male Aged 13 And Over No Penetration","M","47",-8H -45M 0S,47,1969,0,0
"215","NATIONAL RAIL",2016-04-18,2016-04-14 14:47:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","19",3d 9H 13M 0S,19,1997,1,0
"216","NATIONAL RAIL",2016-04-19,2016-04-18 16:59:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","26",7H 1M 0S,26,1990,0,0
"217","LONDON UNDERGROUND",2016-04-19,2016-04-15 16:30:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","36",3d 7H 30M 0S,36,1980,1,0
"218","NATIONAL RAIL",2016-04-19,2016-04-19 11:20:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","39",-11H -20M 0S,39,1977,0,0
"219","NATIONAL RAIL",2016-04-19,2016-04-18 17:50:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","38",6H 10M 0S,38,1978,0,0
"220","NATIONAL RAIL",2016-04-19,2016-04-19 10:10:00,"Public non emergency","Exposure","F","Not Known",-10H -10M 0S,NA,NA,0,0
"221","NATIONAL RAIL",2016-04-19,1984-11-30 23:59:00,"Public non emergency","Sexual Assault On A Male Aged 13 And Over No Penetration","M","18",31y 4m 19d 0H 1M 0S,18,1966,1,0
"222","LONDON UNDERGROUND",2016-04-20,2016-04-19 17:02:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration",NA,"Not Known",6H 58M 0S,NA,NA,0,0
"223","NATIONAL RAIL",2016-04-20,2016-04-15 11:05:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","17",4d 12H 55M 0S,17,1999,1,0
"224","LONDON UNDERGROUND",2016-04-20,2016-04-20 08:40:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",-8H -40M 0S,NA,NA,0,0
"225","LONDON UNDERGROUND",2016-04-20,2016-04-20 17:55:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","16",-17H -55M 0S,16,2000,0,0
"226","LONDON UNDERGROUND",2016-04-20,2016-04-20 17:30:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","32",-17H -30M 0S,32,1984,0,0
"227","NATIONAL RAIL",2016-04-20,2016-04-20 21:30:00,"Rail non emergency","Exposure","M","Not Known",-21H -30M 0S,NA,NA,0,0
"228","LONDON UNDERGROUND",2016-04-21,2016-04-20 17:50:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","34",6H 10M 0S,34,1982,0,0
"229","NATIONAL RAIL",2016-04-21,2016-04-20 17:52:00,"CAD","Sexual Assault On A Female Aged 13 And Over No Penetration","F","38",6H 8M 0S,38,1978,0,0
"230","LONDON UNDERGROUND",2016-04-21,2016-04-20 18:50:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","24",5H 10M 0S,24,1992,0,0
"231","NATIONAL RAIL",2016-04-21,2016-04-18 17:42:00,"BTP","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",2d 6H 18M 0S,27,1989,1,0
"232","LONDON UNDERGROUND",2016-04-21,2016-04-20 23:30:00,"CAD","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",30M 0S,27,1989,0,0
"233","LONDON UNDERGROUND",2016-04-22,2016-04-22 00:30:00,"Public non emergency","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,-30M 0S,NA,NA,0,0
"234","LONDON UNDERGROUND",2016-04-22,2016-04-22 17:45:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","28",-17H -45M 0S,28,1988,0,0
"235","LONDON UNDERGROUND",2016-04-23,2016-04-23 17:22:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",-17H -22M 0S,27,1989,0,0
"236","NATIONAL RAIL",2016-04-23,2016-04-23 07:30:00,"HO Police","Exposure","M","48",-7H -30M 0S,48,1968,0,0
"237","NATIONAL RAIL",2016-04-23,2006-04-23 18:30:00,"CAD","Sexual Assault On A Female Aged 13 And Over No Penetration","F","10",10y 0m -1d 5H 30M 0S,10,1996,1,0
"238","NATIONAL RAIL",2016-04-23,2014-04-30 12:00:00,"Email","Rape Of A Male Aged 16 And Over","M","20",1y 11m 23d 12H 0M 0S,20,1994,1,0
"239","DLR",2016-04-24,2016-04-24 10:15:00,"BTP","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",-10H -15M 0S,25,1991,0,0
"240","DLR",2016-04-24,2016-04-24 16:20:00,"Public non emergency","Exposure","F","33",-16H -20M 0S,33,1983,0,0
"241","NATIONAL RAIL",2016-04-25,2016-04-22 08:50:00,"Email","Sexual Assault On A Female Aged 13 And Over No Penetration","F","13",2d 15H 10M 0S,13,2003,1,0
"242","LONDON UNDERGROUND",2016-04-25,2016-04-23 18:20:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",1d 5H 40M 0S,NA,NA,1,0
"243","LONDON UNDERGROUND",2016-04-25,2016-04-20 18:25:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",4d 5H 35M 0S,NA,NA,1,0
"244","LONDON UNDERGROUND",2016-04-25,2016-04-25 18:15:00,"BTP","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",-18H -15M 0S,25,1991,0,0
"245","LONDON UNDERGROUND",2016-04-26,2016-04-26 07:30:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","29",-7H -30M 0S,29,1987,0,0
"246","LONDON UNDERGROUND",2016-04-26,2016-04-26 08:10:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",-8H -10M 0S,22,1994,0,0
"247","LONDON UNDERGROUND",2016-04-26,2016-04-24 21:30:00,"Public non emergency","Exposure","F","26",1d 2H 30M 0S,26,1990,1,0
"248","NATIONAL RAIL",2016-04-26,2016-04-26 18:17:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","27",-18H -17M 0S,27,1989,0,0
"249","LONDON UNDERGROUND",2016-04-26,2016-04-26 08:45:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","30",-8H -45M 0S,30,1986,0,0
"250","NATIONAL RAIL",2016-04-27,2016-04-25 17:00:00,"Email","Sexual Assault On A Female Aged 13 And Over No Penetration","F","16",1d 7H 0M 0S,16,2000,1,0
"251","LONDON UNDERGROUND",2016-04-27,2016-04-23 17:04:00,"HO Police","Sexual Assault On A Female Aged 13 And Over No Penetration","F","18",3d 6H 56M 0S,18,1998,1,0
"252","LONDON UNDERGROUND",2016-04-27,2016-02-17 14:34:00,"Email","Sexual Assault On A Female Aged 13 And Over No Penetration","F","23",2m 9d 9H 26M 0S,23,1993,1,0
"253","NATIONAL RAIL",2016-04-27,2016-04-24 00:55:00,"Public non emergency","Exposure","F","24",2d 23H 5M 0S,24,1992,1,0
"254","LONDON UNDERGROUND",2016-04-28,2016-04-24 22:45:00,"Email","Exposure","F","35",3d 1H 15M 0S,35,1981,1,0
"255","LONDON UNDERGROUND",2016-04-28,2016-04-24 22:45:00,"Email","Exposure","F","Not Known",3d 1H 15M 0S,NA,NA,1,0
"256","LONDON UNDERGROUND",2016-04-28,2016-04-27 17:30:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",6H 30M 0S,NA,NA,0,0
"257","NATIONAL RAIL",2016-04-28,2016-04-28 09:06:00,"Text","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,-9H -6M 0S,NA,NA,0,0
"258","NATIONAL RAIL",2016-04-28,2016-04-27 18:58:00,"Email","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",5H 2M 0S,22,1994,0,0
"259","LONDON UNDERGROUND",2016-04-28,2016-04-28 09:15:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","35",-9H -15M 0S,35,1981,0,0
"260","LONDON UNDERGROUND",2016-04-28,2016-04-28 08:35:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration",NA,"Not Known",-8H -35M 0S,NA,NA,0,0
"261","LONDON UNDERGROUND",2016-04-28,2016-04-28 18:44:00,"BTP Radio","Sexual Assault On A Female Aged 13 And Over No Penetration","F","22",-18H -44M 0S,22,1994,0,0
"262","LONDON UNDERGROUND",2016-04-29,2016-04-22 22:03:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","33",6d 1H 57M 0S,33,1983,1,0
"263","LONDON UNDERGROUND",2016-04-29,2016-04-29 08:59:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","26",-8H -59M 0S,26,1990,0,0
"264","NATIONAL RAIL",2016-04-29,2016-04-29 10:07:00,"Public non emergency","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,-10H -7M 0S,NA,NA,0,0
"265","LONDON UNDERGROUND",2016-04-30,2016-04-30 00:20:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","30",-20M 0S,30,1986,0,0
"266","NATIONAL RAIL",2016-04-30,2016-04-29 15:11:00,"Rail non emergency","Exposure","M","Not Known",8H 49M 0S,NA,NA,0,0
"267","LONDON UNDERGROUND",2016-04-30,2016-04-29 14:40:00,"BTP","Sexual Assault On A Female Aged 13 And Over No Penetration","F","26",9H 20M 0S,26,1990,0,0
"268","NATIONAL RAIL",2016-04-30,2016-04-30 14:45:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","20",-14H -45M 0S,20,1996,0,0
"269","NATIONAL RAIL",2016-04-30,2016-04-30 19:34:00,"Public non emergency","Exposure","F","Not Known",-19H -34M 0S,NA,NA,0,0
"270","LONDON UNDERGROUND",2016-05-01,2016-04-30 23:50:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",10M 0S,NA,NA,0,0
"271","LONDON UNDERGROUND",2016-05-01,2016-04-29 23:40:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",1d 0H 20M 0S,25,1991,1,0
"272","LONDON UNDERGROUND",2016-05-01,2016-04-29 23:40:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","25",1d 0H 20M 0S,25,1991,1,0
"273","LONDON UNDERGROUND",2016-05-02,2016-04-25 23:21:00,"Public non emergency","Exposure","F","29",6d 0H 39M 0S,29,1987,1,0
"274","NATIONAL RAIL",2016-05-02,2016-04-30 08:40:00,"Rail non emergency","Sexual Offences - Committing An Act Outraging Public Decency","Regina Offence",NA,1d 15H 20M 0S,NA,NA,1,0
"275","LONDON UNDERGROUND",2016-05-03,2016-05-03 00:44:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","26",-44M 0S,26,1990,0,0
"276","LONDON UNDERGROUND",2016-05-03,2016-05-03 20:15:00,"Rail non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","19",-20H -15M 0S,19,1997,0,0
"277","LONDON UNDERGROUND",2016-05-05,2016-05-03 18:40:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",1d 5H 20M 0S,NA,NA,1,0
"278","NATIONAL RAIL",2016-05-05,2016-05-04 23:20:00,"Text","Sexual Assault On A Female Aged 13 And Over No Penetration","F","Not Known",40M 0S,NA,NA,0,0
"279","LONDON UNDERGROUND",2016-05-05,2016-05-04 09:00:00,"Public non emergency","Sexual Assault On A Female Aged 13 And Over No Penetration","F","58",15H 0M 0S,58,1958,0,0
"280","NATIONAL RAIL",2016-05-05,2016-05-05 10:28:00,"BTP Radio","Voyeurism","M","Not Known",-10H -28M 0S,NA,NA,0,0
